,business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,categories,wifi,parking,creditcard,reserve,groups,attributes.RestaurantsPriceRange2,alcohol,takeout,attire,delivery
152300,kiWnHstHMwavpi6A6LY_-Q,Adriatico Trattoria Italiana,2417 Edgewater Dr,32804,28.573029,-81.3893671,4.0,116,1,"Italian, Restaurants",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
152326,9UOPmkkH_Ljmm_AicGPipg,Chicken Spot,1943 E Irlo Bronson Mem Hwy,34744,28.2933458,-81.3637652,5.0,17,0,"Restaurants, Chicken Wings, Chicken Shop",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,,1.0,u'none',True,,False
152331,ofrg4E67r1RuKF5gwLWwNA,Outback Steakhouse,4845 S Kirkman Rd,32811,28.4916705706,-81.458153,3.0,78,1,"Australian, Restaurants, Steakhouses",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
152348,AjskPkV-KD-Q95eaH3Rj-g,Mythos Restaurant,6000 Universal Blvd,32819,28.472555,-81.471456,4.0,841,1,"American (New), Restaurants, Active Life, Amusement Parks",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',False,'casual',False
152361,lIwaafufo1VMDyhh0YUqLQ,Slapfish,783 N Alafaya Trl,32828,28.5568791,-81.2016498,4.5,392,1,"Seafood, Fish & Chips, Restaurants, American (New)",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
152408,Nmzfm2iIV6P_I4j4pFBvlw,Shake Shack,"8001 S Orange Blossom Trl, Ste 100A",32809,28.44671,-81.395201,4.0,81,1,"Fast Food, Restaurants, American (Traditional), Burgers",'free',"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,'casual',True
152498,qicYmvEHkjekACDhQ7HEHQ,Boardwalk Joe's,2101 Epcot Resorts Blvd,32836,28.371258,-81.547773,4.0,8,1,"Food Stands, Restaurants, Food, Coffee & Tea, Street Vendors",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,None,None,2.0,,None,'casual',None
152580,05EkGFRknMNhctrl2MYZBA,Fiorella's Cucina Toscana,9501 Universal Blvd,32819,28.4341795979,-81.459574164,4.5,12,1,"Restaurants, Italian",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,,False,'casual',True
152608,IVXY-Tic_MByARdMnZpWSw,Pu Yi Chinese,10169 University Blvd,32817,28.598058,-81.242394,3.0,33,0,"Restaurants, Chinese",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,,True,u'casual',True
152728,Bgs687chJIkvaHmyh-GmQQ,Burger King,2222 South Semoran Blvd,32822,28.5187774,-81.310994,1.5,26,1,"Restaurants, Burgers, Fast Food, Hot Dogs",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
152777,lGpBzOsx6sedkYGjBWiviQ,Sabores Bakery,"12720 S Orange Blossom Trl, Ste 12",32837,28.379851,-81.405686,4.0,6,1,"Restaurants, Food, Bakeries, Event Planning & Services, Latin American, Caterers, Colombian",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,1.0,,True,,True
152869,EXH1SzqhQ10Nu-2Va3nAkg,TGI Fridays,6424 Carrier Dr,32819,28.455647,-81.469178,2.5,135,0,"Salad, Bars, American (Traditional), American (New), Burgers, Nightlife, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
152941,hZi6wc67yE7zaEskISh0dA,Firehouse Subs,338 E Michigan St,32806,28.5118116,-81.3731446,4.0,19,1,"Fast Food, Sandwiches, Delis, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
152953,SS4KDP1gWG_ezQFx75jlLw,Tacos El Rancho,8841 Commodity Cir,32819,28.442963,-81.4284349,4.0,56,1,"Bars, Restaurants, Mexican, Tacos, Nightlife, Beer Bar, Cocktail Bars",,"{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,'casual',True
153001,B6mB0Mrk-DyDier7heR7eg,Lago,4979 New Broad St,32814,28.5685403,-81.3259266,3.5,41,0,"Restaurants, Italian, Mediterranean",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
153053,eKwvHYREDqpoiUXVTEOcLg,Treathouse Cafe and Frozen Yogurt Shoppe,8935 Conroy Windermere Rd,32835,28.4937011,-81.5072132,5.0,6,0,"Ice Cream & Frozen Yogurt, Food, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,,2.0,,,,
153060,hOzfGIuvb4zvgRx3qSkuOw,Dickey's Barbecue Pit,9368 Narcoossee Rd,32827,28.4309650797,-81.2572603507,3.0,71,1,"Barbeque, Restaurants, American (Traditional), Southern, Chicken Wings",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'none',True,'casual',True
153137,Mnnhjt5S1zyZRiitLx8LrA,Amazonas Latin Grill,8273 S John Young Pkwy,32819,28.445228,-81.425892,4.0,48,0,"Latin American, Cuban, Brazilian, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
153254,tBgfdA0Gfu--_9s_fa_O0w,Fresh Attractions,1 Jeff Fuqua Blvd,32827,28.4371656,-81.307443,2.0,11,1,"Delis, Restaurants",,,True,False,False,1.0,,True,'casual',False
153336,yymcAbFL0F4eT11KK2hKAQ,Annie's Roti Shop & Bar,"805 S Kirkman Rd, Ste 106",32811,28.5315242778,-81.4584339783,4.0,52,0,"Indian, Trinidadian, Nightlife, Caribbean, Bars, Restaurants",u'no',"{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}",True,False,True,1.0,'full_bar',True,'casual',False
153364,6N6I6kfLNOMLs6_P4hO2jg,Zaxby's Chicken Fingers & Buffalo Wings,6625 Forest City Rd,32810,28.6173180066,-81.4141014218,3.0,19,1,"Fast Food, Salad, Chicken Wings, Restaurants, Sandwiches",,"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,,,True,,True
153394,VrMLYA0hudHpBYibbdpIoA,Zaxby's Chicken Fingers & Buffalo Wings,11554 University Blvd,32817,28.5971409,-81.2194188,3.5,43,1,"American (New), Restaurants, Fast Food, Salad, Chicken Wings",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
153401,XAsl1mgSWJQmEkbUlbauPw,Denny's,8243 S John Young Pkwy,32819,28.4453104287,-81.4267346263,2.0,45,1,"Restaurants, Diners, Breakfast & Brunch, American (Traditional)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
153424,1HdjyhqFmy-nrMRxmm2-1Q,Shiraz House of Grill,"688 N Alafaya Trl, Ste 108",32828,28.5572061,-81.2079025,3.5,41,0,"Middle Eastern, Persian/Iranian, Mediterranean, Restaurants",'free',,True,False,True,2.0,,True,,False
153442,xuGwyEHN5TZtfAMg3LTuKQ,Swan City Bagels,522 E Amelia St,32803,28.5492962985,-81.3707807798,4.5,125,0,"Bagels, Food, Sandwiches, Restaurants, Vegan",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,,False
153446,wcLrRl8YbbrvnQk3K49udQ,Q'Kenan Restaurant,8117 Vineland Ave,32821,28.386174,-81.485419,4.5,1074,1,"Restaurants, Breakfast & Brunch, Venezuelan, Mexican, Caribbean, Latin American, Cuban",'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,1.0,u'beer_and_wine',True,u'casual',True
153518,x0x741JqxAjB5J6VhURq0g,Ruby Tuesday,11401 University Blvd,32817,28.5981817,-81.2222141,3.5,77,0,"Restaurants, American (Traditional), Burgers, American (New)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
153623,5HYIS5ZE8sMV2edYiD89DQ,Arby's,1174 S Kirkman Rd,32811,28.526843,-81.46035,3.5,11,1,"Fast Food, Restaurants, Sandwiches",,"{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}",True,False,True,1.0,,True,,True
153630,USI4DI0nAwdcTPfNgaw_Wg,Cafe Perks,2575 N Orange Blossom Trl,32804,28.5753485,-81.4066067,3.5,14,1,"Restaurants, Event Planning & Services, Breakfast & Brunch, Diners, Caterers, American (Traditional)",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
153690,YfnP7-9rqlpKVS2kXAe66Q,Domino's Pizza,2823 S Orange Ave,32806,28.5113835,-81.3747799,2.0,28,1,"Pizza, Chicken Wings, Restaurants, Sandwiches",,,,,,1.0,,,,True
153724,bSgGzOgo2Vvkjp1etF0W3Q,El Toro,5625 S Orange Blossom Tr,32839,28.4773075,-81.3962332,3.5,7,1,"Mexican, Restaurants, Ethnic Food, Specialty Food, Food",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,True,1.0,,,u'casual',
153745,cmxezpbkAfUriQ3E0diyBA,McDonald's,6927 Silver Star Rd,32818,28.5779690101,-81.4747454133,1.0,5,1,"Restaurants, Coffee & Tea, Fast Food, Burgers, Food",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,1.0,,True,,True
153751,2uuODPH4wwJbd6ujaCMZhA,Tobias Burgers & Brews,9939 Universal Blvd,32819,28.4257144,-81.434594,3.5,41,1,"Salad, Sandwiches, Burgers, American (New), Restaurants",u'free',"{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}",True,False,True,2.0,u'full_bar',True,'casual',False
153819,LErmbeyCfMblDXkEwGTw1Q,Hidden Sushi,5417 International Dr,32819,28.4631339,-81.4527089,3.5,35,1,"Japanese, Sushi Bars, Brazilian, Asian Fusion, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,
153836,QCfSbFC480fiHW_NhqQajA,Sharky & Jacks Bar and Grill,7299 Universal Blvd,32819,28.4577750525,-81.4636453632,2.5,18,1,"Restaurants, Nightlife, American (Traditional), Bars",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'full_bar',True,'casual',False
153978,VVDDKbKjSXE3pZcp_35w5A,The Crêpe Company,,32801,28.5416658,-81.3756862,4.5,40,1,"Caterers, Restaurants, Food, Food Trucks, Event Planning & Services, Creperies, Desserts, Food Stands, American (New)",u'no',,True,False,True,1.0,u'none',True,u'casual',False
153982,uIb8uTV9tO_qDM3PqT2f-A,Spencer's for Steak & Chops,6001 Destination Pkwy,32819,28.425017,-81.458053,4.0,125,1,"Restaurants, Steakhouses, Salad, Seafood",u'paid',"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': True}",True,True,True,3.0,u'full_bar',True,u'casual',False
154016,dQyrJPg9EFOqIzHVrZtFEA,Habaneros Mexican Grill,12185 Collegiate Way,32826,28.5973666352,-81.2088024616,3.0,96,1,"Restaurants, Mexican",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
154043,9yAewSLut5oweX9um8VkEQ,Ale & Compass Restaurant,1700 Epcot Resort Blvd,32830,28.3707390604,-81.5583061926,3.5,267,1,"Restaurants, American (Traditional), Seafood",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',False,u'casual',False
154149,HA6STsnk58e93ldjf1Pihg,Propagation,1221 N Mills Ave,32803,28.5619503,-81.3643124,3.5,79,0,"Food, Shopping, Cafes, Antiques, Furniture Stores, Restaurants, Coffee & Tea, Home & Garden",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,,1.0,'none',False,,False
154200,8MngnagUelHUWYFl4TernA,Olive Garden Italian Restaurant,7300 W Colonial Dr,32818,28.5514872,-81.4808467,3.0,76,1,"Salad, Restaurants, Italian, Wine Bars, Bars, Nightlife, Soup",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
154238,A8rRci47BSsncGmcxM8U4w,Red Robin Gourmet Burgers and Brews,8167 International Blvd,32819,28.4471901963,-81.4706760774,3.0,239,1,"Nightlife, American (Traditional), Burgers, Restaurants, Bars",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,True,2.0,'full_bar',True,'casual',True
154259,oWKP0DlPE827EpN5ixHRrw,Wendy's,8601 Summit Centre Way,32810,28.635236,-81.4042656,2.0,39,1,"Restaurants, Burgers, Fast Food",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
154275,GBt0n5c5yaBaozRqxgxumQ,Bella Italia Pizza,4662 E Michigan St,32812,28.512982,-81.328195,4.0,143,1,"Italian, Restaurants, Pizza",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
154309,IfVA-HLskWubmNxdi2ltrQ,Checkers,2750 W Colonial Dr,32804,28.5523904,-81.413271,2.5,31,1,"Restaurants, Fast Food, Burgers",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
154325,pUDnPyus-u1Q6TdGD9nFHg,The Gourmet Muffin,"2909 Corrine Dr, Ste B",32803,28.5679550344,-81.3470389924,4.0,45,0,"Restaurants, Desserts, Bakeries, Vegan, Food",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,,False
154334,2My-FaSk3eWroRZT04IRew,Kona Dog,6312 International Dr,32819,28.46028,-81.4665017,4.0,40,0,"Street Vendors, Food, American (New), Hot Dogs, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,True,1.0,u'beer_and_wine',True,u'casual',False
154373,SnzbQg0AuOnbjycu4UHkag,Mikado Sushi,"13586 Village Park Dr, Ste 306",32837,28.3683776895,-81.4270216227,4.0,237,1,"Japanese, Asian Fusion, Restaurants, Sushi Bars",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
154395,CnuJ9rh9xvKJ3EaCo1xIOw,Domu,"3201 Corrine Dr, Ste 100",32803,28.5683853373,-81.3434771821,4.0,1180,1,"Restaurants, Bars, Nightlife, Ramen, Japanese, Asian Fusion, Cocktail Bars",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
154410,sFaAUn3v2tvUhY_HAruSrQ,Asian Chao Oriental Eatery,"1 Jeff Fuqua Blvd, Gates 100-129, Orlando International Airport",32827,28.4354675176,-81.3016726077,2.0,12,1,"Asian Fusion, Restaurants, Chinese",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,
154415,DTpZqwTmXvx-MBFyCr-8QA,J Food Mart,7452 Universal Blvd,32819,28.454793,-81.466343,3.0,10,0,"Food, Restaurants, Grocery, Japanese",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,2.0,,False,u'casual',False
154429,cKrcU5bcVPmCRCfFKPyDJw,Thai Singha,863 N Alafaya Trl,32828,28.5571010973,-81.2053678178,3.0,221,1,"Thai, Restaurants, Sushi Bars, Taiwanese, Salad",u'no',"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
154434,KdXhH69TdtPCVYRFLkhimg,King Tut's Lounge,"448 Alafaya Trl, Unit 12",32828,28.5394551,-81.2082899,2.0,30,0,"Nightlife, Bars, Middle Eastern, Restaurants, Hookah Bars, Food, Coffee & Tea",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'beer_and_wine',False,,
154486,aMvfyVWLXVB8V-ql1HQP2g,Burger King,14025 Town Loop Blvd,32837,28.3617972,-81.4218698,1.5,21,1,"Restaurants, Hot Dogs, Fast Food, Burgers",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,u'casual',True
154558,moD9RVJD-tQz30nCm5Kdtg,Twisted Burger,7563 W Sand Lake Rd,32819,28.4500324,-81.4861876,3.0,26,0,"Burgers, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',False
154622,UWzv37_aTBuFQwnD5-fdcA,McDonald's,12301 E Colonial Dr,32826,28.5662254287,-81.1970020039,2.0,22,1,"Food, Burgers, Restaurants, Fast Food, Coffee & Tea",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
154743,N1bup9K5giLJmhAQYNVZGw,Mobile Deli,,32801,28.5416658,-81.3756862,4.5,10,0,"Korean, Food Stands, Delis, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
154751,HYj-WXKv-pr3jn6P1-Jr7w,Philly Connection,486 N Orange Ave,32801,28.5487224297,-81.3792021945,3.5,16,0,"American (Traditional), Sandwiches, Restaurants, Breakfast & Brunch, Delis, Cheesesteaks",'no',,True,False,True,2.0,,True,'casual',False
154795,V9gCrTnikAuuvFfx_QEG0A,Cincinnati Chili Company,151 E Washington St,32801,28.5441283,-81.3765806,4.5,13,1,"Hot Dogs, Restaurants",,,,,,1.0,,True,,True
154913,t9SG1WIUp5FlBeWLkDXN3A,Jack's Steakhouse,4868 New Broad St,32814,28.5674905,-81.3268364,3.0,64,0,"Restaurants, American (Traditional), Steakhouses",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
154936,iwv13dt6DMa9YN720jbxVg,Fantastic Hummus Food Truck,,32807,28.5513952,-81.3014284,3.0,8,1,"Mediterranean, Street Vendors, Food, Food Stands, Food Trucks, Restaurants",,,True,False,True,1.0,'none',True,'casual',True
154940,uccTgm_S7v4N7INpvDgs-w,Mr Sushi Express,"6550 International Dr, Ste 106",32819,28.4582514,-81.4695221,3.0,20,1,"Japanese, Restaurants, Bubble Tea, Food, Sushi Bars",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,,1.0,u'beer_and_wine',True,,True
154988,yt2xU2c7wg7WLpLqxDqa2Q,Lima 41,2901 Curry Ford Rd,32806,28.524724,-81.345928,4.0,19,0,"Peruvian, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
154993,7MAq-1okmtTnyo2I19NSeQ,La Granja,7699 S Orange Blossom Trl,32809,28.45395,-81.39934,4.0,43,1,"Peruvian, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
155055,a3ajlDr1PviIzirJJKkjTA,Wendy's,14801 E. Colonial Drive,32826,28.5657375625,-81.1649335921,2.5,23,1,"Burgers, Fast Food, Restaurants, Food",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
155067,5bmd1UTAmAQsVFgAnkllgA,Beirut Bistro Orlando,5811 W Irlo Bronson Memorial Hwy,34746,28.33435,-81.517888,4.0,11,1,"Lebanese, Fast Food, Kebab, Mediterranean, Halal, Restaurants, Middle Eastern",'no',"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
155080,x88cUezJn0T5zHKUC_taGg,Urban Hibachi,"3042 W Sand Lake Rd, Unit B",32819,28.449743,-81.42548,3.0,171,1,"Restaurants, Sushi Bars, Japanese",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
155087,6roTkEFiBFL6KYhahkzm6Q,Cafe Mineiro,"8204 Crystal Clear Ln, Ste 1700",32809,28.4481129,-81.4006804,3.5,103,0,"Brazilian, Steakhouses, Restaurants",'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,'full_bar',True,'casual',False
155090,pVuA_FsyPucp4Gann_mcdg,The Crab Stop,3749 S Kirkman Rd,32811,28.5041098,-81.4579813,3.5,39,0,"Food, Restaurants, Seafood Markets, Seafood, Latin American, Specialty Food, Sandwiches, Fast Food, Desserts",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,False,2.0,u'none',True,u'casual',True
155122,Bw1c8YIIgwzxDSQC_U9ybg,Local Yolk'l,,,28.5383355,-81.3792365,4.5,11,0,"Food Stands, Food Trucks, Food, Street Vendors, Breakfast & Brunch, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,,True,u'casual',True
155141,kbhTPi_aPjil0y9EpyTOgg,Bahama Breeze,8849 International Dr,32819,28.4370893142,-81.4714568981,4.0,905,1,"Caribbean, Nightlife, Bars, Laotian, Seafood, Latin American, American (New), Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',True
155147,Xs_J6BhlVnAwbAMcF9YdeQ,Bandeja Paisa,"12701 S John Young Pkwy, Ste 101",32827,28.3807843095,-81.4240128477,4.0,99,1,"Restaurants, Caribbean, Spanish, Colombian, Latin American, Salad",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',False
155226,4UDcDVbXjjSel4y89HQlLA,Big Fin Seafood Kitchen,8046 Via Dellagio Way,32819,28.4504240837,-81.494436264,4.0,527,1,"Food, Seafood, Restaurants",u'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,True,True,3.0,u'full_bar',True,u'casual',False
155252,hBVC4ivr0iJDmy37R13T4Q,NY Giant Pizza & Grill,5643 E Colonial Dr,32807,28.5569118828,-81.3121707503,2.0,61,1,"Pizza, Chicken Wings, Restaurants, Salad",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'none',True,'casual',True
155323,i2BO7sQyjq7qBh3NCJvTQg,Panera Bread,473 N Alafaya Trl,32828,28.5531703,-81.2032993,3.0,106,1,"Sandwiches, Bakeries, Breakfast & Brunch, Salad, Food, Delis, Restaurants, Soup, Bagels",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'none',True,u'casual',True
155392,FZ6182lPDFEV65Fd_s5O-g,Raphsodic Cooperative Company Bakery & Store,710 N Mills Ave,32803,28.5536769,-81.3646489,4.0,118,0,"Caterers, Event Planning & Services, Bakeries, Gluten-Free, Food, Vegan, Restaurants",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
155420,W0HdOnazVQ35dSvNytzrKQ,Taco Bell,5400 N. Orange Blossom Trail,32810,28.604787,-81.42086,3.0,8,1,"Restaurants, Mexican, Tex-Mex, Fast Food, Breakfast & Brunch, Tacos",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,,True,,True
155457,aBcP12iMOwkqBf9yuMAjyQ,Bahama Breeze,8735 Vineland Ave,32821,28.3751411698,-81.5032992331,4.0,786,1,"Laotian, Latin American, Caribbean, Restaurants, Seafood, Nightlife, Bars",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,True,True,2.0,u'full_bar',True,u'casual',None
155494,a1LntnnscVVcIs2TDYPiEA,Chick-fil-A,6350 S Semoran Blvd,32822,28.471509,-81.3109074,4.0,90,1,"Restaurants, Event Planning & Services, American (Traditional), Fast Food, Caterers",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,u'casual',True
155510,jofEzfrGjbCxK2OyRogDXA,Cahoots Craft Beer & Arcade Bar,"33 W Church St, Fl 2",32801,28.5406211,-81.3797939,3.0,15,1,"American (Traditional), Nightlife, Bars, Pubs, Beer Bar, Restaurants",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'full_bar',False,u'casual',False
155511,0bx_5bqLfhyBujrwk7A-pg,Gaston's Tavern,Magic Kingdom Dr,32836,28.4213334098,-81.5804825043,4.0,252,1,"Restaurants, American (Traditional), Sandwiches",u'free',"{'garage': None, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'none',True,u'casual',False
155610,Utn9gw0a9_OcPrHCddgTUA,Anatolia,"7600 Dr Phillips Blvd, Ste 108",32819,28.451709,-81.48979,4.5,85,0,"Restaurants, Turkish, Mediterranean",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
155660,ugxQ2PirNbnsEfWGwHekGg,Taste Of Chengdu,4856 New Broad St,32814,28.5670564,-81.3266143,4.0,34,1,"Restaurants, Szechuan, Chinese",,,True,True,,2.0,u'beer_and_wine',True,,False
155683,icI8Y1bNZLij6nD-984RJg,Italian House Restaurant,1400 S Crystal Lake Dr,32806,28.5255311,-81.343693,3.5,103,1,"Pizza, Chicken Wings, Restaurants, Italian",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,'beer_and_wine',True,'casual',True
155702,1M2m-iSxR8RNZ_B6Dkielg,Tin And Taco Waterford,861 N Alafaya Trl,32828,28.5570038,-81.2052566,4.5,33,1,"Mexican, Tacos, Restaurants",,,,,,,,,,None
155708,oybesZ_-uo1de_dgEIs0Kg,Fire Eater's Grill,"6000 Universal Blvd, Universal's Islands of Adventure, Universal Orlando Resort",32819,28.4728858651,-81.4718654752,2.5,29,1,"Restaurants, Mediterranean",'free',None,True,False,True,2.0,u'none',True,u'casual',False
155712,L0PMvNw6EmUkqhLSPG4ggw,Dicks Last Resort,"8201 Vineland Ave, Ste 1801",32821,28.389816,-81.490197,2.5,132,0,"American (Traditional), Restaurants, American (New)",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
155718,IQKDc_9Vbj8JGfw5pA4Nyg,Run & Run Chinese Delivery,8560 Palm Pkwy,32836,28.38413,-81.501663,3.0,91,1,"Asian Fusion, Vietnamese, Seafood, Chinese, Restaurants",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,'casual',True
